"","X","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"1759",13748,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Chrysler","PT Cruiser Convertible","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.7,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1761",13750,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Chrysler","PT Cruiser Convertible","N","false",0,0,0,0,0,0,0,"Manual 5-spd",24.4444,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1770",13760,20,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.9,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1771",13761,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",26.1996,0,"Sport Utility Vehicle - 2WD",2006,0,"",NA,NA,"","","",""
"1772",13762,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1773",13763,30,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,0,"Ford","Escape Hybrid FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",39.6,0,"Sport Utility Vehicle - 2WD",2006,2250,"",NA,NA,"Hybrid","","",""
"1777",13768,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Freestyle FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",22.4,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1785",13778,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Honda","CR-V 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",25.6,0,"Sport Utility Vehicle - 2WD",2006,0,"",NA,NA,"","","",""
"1786",13779,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Honda","Element 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.3,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1787",13780,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Honda","Element 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",23.6,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1788",13781,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Honda","Pilot 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",19.7,0,"Sport Utility Vehicle - 2WD",2006,-3250,"",NA,NA,"","","",""
"1789",13782,18,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,31,"Hyundai","Santa Fe 2WD","N","false",0,101,0,0,0,0,0,"Automatic 4-spd",22.4,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1790",13783,18,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,31,"Hyundai","Santa Fe 2WD","N","false",0,101,0,0,0,0,0,"Manual 5-spd",22.4,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1791",13784,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,31,"Hyundai","Santa Fe 2WD","Y","false",0,101,0,0,0,0,0,"Automatic 4-spd",21.6,0,"Sport Utility Vehicle - 2WD",2006,-2500,"",NA,NA,"","","",""
"1792",13785,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,31,"Hyundai","Santa Fe 2WD","N","false",0,101,0,0,0,0,0,"Automatic 5-spd",19.4,0,"Sport Utility Vehicle - 2WD",2006,-3250,"",NA,NA,"","","",""
"1793",13786,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,23,"Hyundai","Tucson 2WD","Y","false",0,103,0,0,0,0,0,"Automatic 4-spd",24.5,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1794",13788,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,23,"Hyundai","Tucson 2WD","Y","false",0,103,0,0,0,0,0,"Manual 5-spd",24.7,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1795",13789,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,23,"Hyundai","Tucson 2WD","Y","false",0,103,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1810",13805,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.5,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1811",13806,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",24.8,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1812",13807,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",21.6,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1817",13813,20,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.9,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1818",13814,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",26.1996,0,"Sport Utility Vehicle - 2WD",2006,0,"",NA,NA,"","","",""
"1819",13815,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1820",13816,20,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.9,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1821",13817,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1825",13822,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",24.2,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1826",13823,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S4)",23.7589,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1828",13825,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Nissan","Murano FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",22.2,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1832",13829,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.4444,0,"Sport Utility Vehicle - 2WD",2006,-1000,"",NA,NA,"","","",""
"1833",13830,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",25.5,0,"Sport Utility Vehicle - 2WD",2006,0,"",NA,NA,"","","",""
"1834",13832,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Saturn","Vue FWD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",22,0,"Sport Utility Vehicle - 2WD",2006,-1750,"",NA,NA,"","","",""
"1841",13839,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.5,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"1842",13840,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",21.4,0,"Sport Utility Vehicle - 2WD",2006,-2500,"",NA,NA,"","","",""
"1843",13841,28,0,0,0,0,0,6,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander Hybrid 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",36.8,0,"Sport Utility Vehicle - 2WD",2006,1750,"",NA,NA,"Hybrid","","",""
"2038",14080,22,0,0,0,0,0,6,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,11,"Honda","Accord Hybrid","Y","false",0,103,0,0,0,0,0,"Automatic 5-spd",27.5,0,"Midsize Cars",2006,750,"",NA,NA,"Hybrid","","",""
"2039",14081,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,14,"Kia","Optima (2006 New Model)","Y","false",0,104,0,0,0,0,0,"Automatic 5-spd",26.9,0,"Midsize Cars",2006,750,"",NA,NA,"","","",""
"2040",14082,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,14,"Kia","Optima (2006 New Model)","Y","false",0,104,0,0,0,0,0,"Manual 5-spd",27.1,0,"Midsize Cars",2006,750,"",NA,NA,"","","",""
"2041",14083,20,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,14,"Kia","Optima (2006 New Model)","Y","false",0,104,0,0,0,0,0,"Automatic 5-spd",24.6,0,"Midsize Cars",2006,0,"",NA,NA,"","","",""
"2049",14092,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Toyota","RAV4 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",26.8192,0,"Sport Utility Vehicle - 2WD",2006,500,"",NA,NA,"","","",""
"2050",14093,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","RAV4 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",24.3984,0,"Sport Utility Vehicle - 2WD",2006,-500,"",NA,NA,"","","",""
"2109",14176,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,101,0,0,0,0,0,"Automatic 5-spd",26.5938,0,"Midsize Cars",2007,500,"",NA,NA,"","","",""
"2110",14177,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,101,0,0,0,0,0,"Manual 5-spd",27,0,"Midsize Cars",2007,750,"",NA,NA,"","","",""
"2111",14178,19,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","Y","false",0,101,0,0,0,0,0,"Automatic (S6)",24.5,0,"Midsize Cars",2007,0,"",NA,NA,"","","",""
"2112",14179,33,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,11,"Toyota","Camry Hybrid","Y","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",44.2454,0,"Midsize Cars",2007,3500,"",NA,NA,"Hybrid","","",""
"2118",14187,19,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,21,"Ford","Five Hundred FWD","Y","false",0,108,0,0,0,0,0,"Automatic 6-spd",23.4,0,"Large Cars",2007,-1000,"",NA,NA,"","","",""
"2119",14188,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","Y","false",0,105,0,0,0,0,0,"Automatic 4-spd",26.5,0,"Large Cars",2007,500,"",NA,NA,"","","",""
"2120",14189,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","Y","false",0,105,0,0,0,0,0,"Manual 5-spd",27.1,0,"Large Cars",2007,750,"",NA,NA,"","","",""
"2121",14190,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","Y","false",0,105,0,0,0,0,0,"Automatic 5-spd",22.7,0,"Large Cars",2007,-1000,"",NA,NA,"","","",""
"2123",14193,19,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,21,"Mercury","Montego FWD","Y","false",0,108,0,0,0,0,0,"Automatic 6-spd",23.4,0,"Large Cars",2007,-1000,"",NA,NA,"","","",""
"2135",14207,23,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,36,"Ford","Focus Station Wagon","Y","false",0,96,0,0,0,0,0,"Automatic 4-spd",29.5604,0,"Midsize Station Wagons",2007,1250,"",NA,NA,"","","",""
"2136",14208,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,36,"Ford","Focus Station Wagon","Y","false",0,96,0,0,0,0,0,"Manual 5-spd",30.2,0,"Midsize Station Wagons",2007,1750,"",NA,NA,"","","",""
"2200",14280,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Ford","Freestar Cargo Van FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",19.7514,0,"Minivan - 2WD",2007,-3250,"",NA,NA,"","","",""
"2201",14281,15,0,0,0,0,0,6,"Front-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Ford","Freestar Cargo Van FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",18.618,0,"Minivan - 2WD",2007,-4000,"",NA,NA,"","","",""
"2202",14282,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Ford","Freestar Wagon FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",19.7514,0,"Minivan - 2WD",2007,-3250,"",NA,NA,"","","",""
"2203",14283,15,0,0,0,0,0,6,"Front-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Ford","Freestar Wagon FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",18.618,0,"Minivan - 2WD",2007,-4000,"",NA,NA,"","","",""
"2204",14284,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Kia","Sedona","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",19.8,0,"Minivan - 2WD",2007,-3250,"",NA,NA,"","","",""
"2205",14285,15,0,0,0,0,0,6,"Front-Wheel Drive",3050,0,"Regular","Regular Gasoline",0,0,"Mercury","Monterey Wagon FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",18.618,0,"Minivan - 2WD",2007,-4000,"",NA,NA,"","","",""
"2209",14290,20,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",25.0076,0,"Sport Utility Vehicle - 2WD",2007,-1000,"",NA,NA,"","","",""
"2210",14291,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",26.1996,0,"Sport Utility Vehicle - 2WD",2007,0,"",NA,NA,"","","",""
"2211",14292,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2007,-1750,"",NA,NA,"","","",""
"2212",14293,31,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,0,"Ford","Escape Hybrid FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",40,0,"Sport Utility Vehicle - 2WD",2007,2500,"",NA,NA,"Hybrid","","",""
"2213",14295,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Ford","Freestyle FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",22.4,0,"Sport Utility Vehicle - 2WD",2007,-1750,"",NA,NA,"","","",""
"2216",14298,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.2,0,"Sport Utility Vehicle - 2WD",2007,-1000,"",NA,NA,"","","",""
"2217",14299,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe 2WD","Y","false",0,0,0,0,0,0,0,"Manual 5-spd",22,0,"Sport Utility Vehicle - 2WD",2007,-1750,"",NA,NA,"","","",""
"2218",14300,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",21.4,0,"Sport Utility Vehicle - 2WD",2007,-2500,"",NA,NA,"","","",""
"2223",14306,20,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",25.0076,0,"Sport Utility Vehicle - 2WD",2007,-1000,"",NA,NA,"","","",""
"2224",14307,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22,0,"Sport Utility Vehicle - 2WD",2007,-1750,"",NA,NA,"","","",""
"2369",14519,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,15,"Saturn","Aura","Y","false",0,98,0,0,0,0,0,"Automatic 4-spd",22.2222,0,"Midsize Cars",2007,-1000,"",NA,NA,"","","",""
"2370",14520,17,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,15,"Saturn","Aura","Y","false",0,98,0,0,0,0,0,"Automatic (S6)",21.9,0,"Midsize Cars",2007,-1000,"",NA,NA,"","","",""
"2407",14561,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,16,"Buick","Lacrosse/Allure","N","false",0,100,0,0,0,0,0,"Automatic 4-spd",21,0,"Midsize Cars",2007,-1750,"",NA,NA,"","","",""
"2408",14562,17,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Buick","Lacrosse/Allure","Y","false",0,100,0,0,0,0,0,"Automatic 4-spd",21.7,0,"Midsize Cars",2007,-1000,"",NA,NA,"","","",""
"2417",14573,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Chevrolet","Malibu","Y","false",0,101,0,0,0,0,0,"Automatic 4-spd",27.1,0,"Midsize Cars",2007,750,"",NA,NA,"","","",""
"2418",14574,19,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,15,"Chevrolet","Malibu","Y","false",0,101,0,0,0,0,0,"Automatic 4-spd",24,0,"Midsize Cars",2007,0,"",NA,NA,"","","",""
"2419",14575,16,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,15,"Chevrolet","Malibu","Y","false",0,101,0,0,0,0,0,"Automatic (S4)",20.5,0,"Midsize Cars",2007,-2500,"",NA,NA,"","","",""
"2420",14576,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Monte Carlo","N","false",97,0,0,0,0,0,0,"Automatic 4-spd",23.3333,0,"Midsize Cars",2007,-500,"",NA,NA,"","","",""
"2425",14583,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",22,14,"Mazda","6","Y","false",0,96,0,0,0,0,0,"Manual 5-spd",26.1491,0,"Midsize Cars",2007,500,"",NA,NA,"","","",""
"2427",14585,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",22,14,"Mazda","6","Y","false",0,96,0,0,0,0,0,"Automatic (S5)",26.1682,0,"Midsize Cars",2007,0,"",NA,NA,"","","",""
"2428",14586,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",22,14,"Mazda","6","N","false",0,96,0,0,0,0,0,"Manual 5-spd",21.5,0,"Midsize Cars",2007,-1750,"",NA,NA,"","","",""
"2429",14587,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",22,14,"Mazda","6","Y","false",0,96,0,0,0,0,0,"Automatic (S6)",21.8203,0,"Midsize Cars",2007,-1750,"",NA,NA,"","","",""
"2435",14594,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,13,"Mitsubishi","Galant","N","false",0,99,0,0,0,0,0,"Automatic (S4)",25.3448,0,"Midsize Cars",2007,0,"",NA,NA,"","","",""
"2438",14597,26,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Automatic (variable gear ratios)",32.8573,0,"Midsize Cars",2007,2000,"",NA,NA,"","","",""
"2439",14598,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Automatic 4-spd",30.8,0,"Midsize Cars",2007,1750,"",NA,NA,"","","",""
"2440",14599,26,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",18,14,"Nissan","Versa","Y","false",0,94,0,0,0,0,0,"Manual 6-spd",33.1,0,"Midsize Cars",2007,2000,"",NA,NA,"","","",""
"2441",14601,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Pontiac","Grand Prix","Y","false",0,97,0,0,0,0,0,"Automatic 4-spd",22.1,0,"Midsize Cars",2007,-1000,"",NA,NA,"","","",""
"2444",14606,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","Y","false",0,108,0,0,0,0,0,"Automatic 4-spd",21.1111,0,"Large Cars",2007,-1750,"",NA,NA,"","","",""
"2445",14607,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,17,"Buick","Lucerne","N","false",0,108,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2007,-3250,"",NA,NA,"","","",""
"2446",14608,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2007,-3250,"",NA,NA,"","","",""
"2447",14609,15,0,0,0,0,0,8,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,19,"Cadillac","DTS","N","false",0,113,0,0,0,0,0,"Automatic 4-spd",19,0,"Large Cars",2007,-3250,"",NA,NA,"","","",""
"2448",14610,13,0,0,0,0,0,8,"Front-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Cadillac","Funeral Coach / Hearse","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",15.7,0,"Large Cars",2007,-6000,"G",NA,NA,"","","",""
"2449",14611,13,0,0,0,0,0,8,"Front-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Cadillac","Limousine","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",16.1542,0,"Large Cars",2007,-6000,"G",NA,NA,"","","",""
"2450",14612,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","Y","false",0,105,0,0,0,0,0,"Automatic 4-spd",23.1,0,"Large Cars",2007,-500,"",NA,NA,"","","",""
"2451",14613,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","Y","false",0,105,0,0,0,0,0,"Automatic 4-spd",22,0,"Large Cars",2007,-1000,"",NA,NA,"","","",""
"2453",14616,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",23,0,"Chevrolet","Malibu Maxx","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",22.2222,0,"Large Cars",2007,-1000,"",NA,NA,"","","",""
"2454",14617,15,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",23,0,"Chevrolet","Malibu Maxx","Y","false",0,0,0,0,0,0,0,"Automatic (S4)",19,0,"Large Cars",2007,-3250,"",NA,NA,"","","",""
"2456",14619,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,17,"Hyundai","Azera","Y","false",0,107,0,0,0,0,0,"Automatic 5-spd",21.4,0,"Large Cars",2007,-1750,"",NA,NA,"","","",""
"2490",14659,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,44,"Mazda","5","Y","false",0,98,0,0,0,0,0,"Manual 5-spd",24.4444,0,"Midsize Station Wagons",2007,-500,"",NA,NA,"","","",""
"2491",14661,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,44,"Mazda","5","Y","false",0,98,0,0,0,0,0,"Automatic (S4)",23.5,0,"Midsize Station Wagons",2007,-1000,"",NA,NA,"","","",""
